Recipe_ID,Cuisine,Recipe_Name,Description
1238,risotto-recipes,smoked-haddock-leek-risotto,There's no tedious stirring with this one - just stick it in the oven until creamy and delicious
1239,risotto-recipes,mushroom-spinach-risotto,Make the time to stir carefully during cooking to make this vegetarian Italian rice pot super creamy
1240,risotto-recipes,roasted-squash-risotto-wensleydale,A creamy bowl of autumnal comfort makes the perfect vegetarian dinner party dish
1241,risotto-recipes,tomato-mascarpone-risotto,This comforting risotto is perfect for a weekend wind-down for special mid-week meal. Switch mascarpone with cream cheese for a cheaper alternative
1242,risotto-recipes,easy-risotto-bacon-peas,"Not one for risotto purists – this simple recipe has just a few ingredients and the stock is added all in one go. The result is creamy, comforting yet healthy"
1243,risotto-recipes,baked-tomato-mozzarella-basil-risotto,"Imagine all the best bits of arancini – a golden, crunchy exterior; cheesy, oozing rice – in risotto form and you have this moreish baked tomato, mozzarella and basil risotto. It's deliciously comforting"
1244,risotto-recipes,quick-tomato-risotto,"Making risotto doesn't have to involve hours of stirring over the stove, as this easy tomato recipe proves"
1245,risotto-recipes,chorizo-broad-bean-risotto,Fuse Spanish paprika flavoured sausage with Italian rice to create a simple yet indulgent dish with a bit of spice
1246,risotto-recipes,onepot-chicken-mushroom-risotto,"Risotto is the ultimate one-pot winter supper – the perfect vehicle for letting simple, comforting ingredients shine. Scatter on cheese and parsley to serve"
1247,risotto-recipes,smoked-salmon-lemon-risotto,"Inspired by a risotto from London restaurant Ooze, smoked salmon may sound expensive for a midweek meal, but is no more costly than cooking with red meat"
1248,risotto-recipes,fennel-lemon-risotto,"This new way with risotto makes an easy supper for two. For a non-veggie option, just add a few cooked, peeled prawns"
1249,risotto-recipes,pumpkin-risotto,We've adapted this Italian squash rice-pot recipe so it's a breeze for kids to make - just follow our step-by-step prep and cooking guide
1250,risotto-recipes,oven-baked-risotto,Cook this simple storecupboard risotto in the oven while you get on with something else – the result is still wonderfully creamy
1251,risotto-recipes,ultimate-risotto-primavera,We consulted no less than three great Italian cooks to come up with this classic spring vegetable risotto
1252,risotto-recipes,wild-mushroom-chicken-bacon-risotto,"A risotto oozing with rich winter flavours, perfect for a curl-up-on-the-couch meal"
1253,risotto-recipes,salmon-risotto,"Creamy rice and tender salmon make a comforting dinner. Stir through lemon juice and parmesan before serving this easy, delicious meal that's full of omega 3 and high in protein"
1254,risotto-recipes,leek-risotto,Make leeks the star of the show in this risotto. Don't forget too the importance of butter and good-quality hard cheese for making a great risotto
1255,risotto-recipes,wild-mushroom-risotto,"Mushrooms lend risotto a new edge and make a perfect side for any spicy dish, from London's Zaika restaurant"
1256,vegetarian-risotto-recipes,pesto-goats-cheese-risotto,"A risotto that's bursting with fresh Italian flavours - simple to make, it's the perfect no-fuss midweek meal for two"
1258,vegetarian-risotto-recipes,creamy-beetroot-risotto,"This vivid risotto is simply baked in the oven, so there's no need to spend lots of time at the stove stirring"
1260,vegetarian-risotto-recipes,healthier-risotto-primavera,"Angela Nilsen works her magic on this favourite Italian rice dish, making it low-fat and nourishing"
1262,vegetarian-risotto-recipes,creamy-courgette-risotto,This melt-in-the-mouth vegetarian dish served with pine nuts and fried courgettes is everything a traditional Italian risotto should be
1263,vegetarian-risotto-recipes,asparagus-risotto,Put asparagus centre stage in this satisfying risotto. Top with a sprinkling of parmesan for an easy midweek meal for two
1264,vegetarian-risotto-recipes,risotto-peas-broad-beans,"Angela Hartnett celebrates sweet and tender seasonal broad beans with this fresh, zingy risotto"
1265,vegetarian-risotto-recipes,artichoke-red-onion-rosemary-risotto,Give your risotto a healthy makeover with this easy low-fat recipe
1267,vegetarian-risotto-recipes,courgette-broad-bean-risotto-basil-pesto,Make this vibrant risotto with courgettes and broad beans to make the most of summer veg. Swirl through homemade pesto for a fabulous starter or main
1269,vegetarian-risotto-recipes,simple-squash-risotto,Roasted squash gives this vegetarian supper for two a deep autumnal flavour
1270,vegetarian-risotto-recipes,vegan-mushroom-risotto,"Make a filling vegan mushroom risotto, full of rich umami flavours. This easy, family-friendly recipe makes a super-satisfying midweek dinner"
1271,vegetarian-risotto-recipes,beetroot-risotto-with-feta,"Have a beetroot in your veg box this week or growing some in the garden? Showcase beetroots at their best in this silky, colourful risotto with feta"
1272,vegetarian-risotto-recipes,ultimate-makeover-risotto-squash-sage,Angela's ultimate version of the Italian classic is lower in fat but still wonderfully creamy
1273,vegetarian-risotto-recipes,easy-baked-tomato-risotto,Set kids a challenge in the kitchen and make this tasty baked tomato risotto together. We've listed all the equipment they'll need to make the recipe
1274,vegetarian-risotto-recipes,herb-parmesan-risotto,"Once you master the basics of risotto, the combinations are only limited by your imagination. This basic version will have you well on your way"
1275,vegetarian-risotto-recipes,butternut-squash-sage-risotto,A satisfying veggie supper that gives a basic risotto recipe an autumnal twist
1276,healthy-risotto-recipes,easy-peasy-risotto-chilli-mint-crumbs,"This cheap pea risotto doesn't skimp on flavour, with lemon zest and Italian-style hard cheese, such as pecorino or Parmesan"
1277,healthy-risotto-recipes,toddler-recipe-microwave-courgette-and-pea-risotto-prawns,"If you're after a family-friendly meal that takes under 30 minutes, try this courgette and pea risotto. We've added prawns, but you could swap for chicken"
1278,healthy-risotto-recipes,roasted-squash-pancetta-chestnut-risotto,Upping the veg and swapping rice for pearl barley makes a hearty winter warmer that's full of flavour and healthy too. Scatter with Parmesan and enjoy!
1279,healthy-risotto-recipes,barley-broccoli-risotto-lemon-basil,"Barley and broccoli are packed with vitamins to lower cholesterol and regulate your appetite. This vegan, low-calorie supper will keep you fuller for longer"
1280,healthy-risotto-recipes,chicken-pearl-barley-risotto,"Tender chicken and wholesome pearl barley with a light herby dressing make this a great low-calorie, low-fat weeknight dinner"
1281,healthy-risotto-recipes,prawn-fennel-rocket-risotto,This prawn and fennel risotto gets a little extra kick from lemon zest and and rocket - perfect for a dinner party
1282,healthy-risotto-recipes,pearl-barley-parsnip-sage-risotto,"Pearl barley makes a great alternative to rice in this vegetarian risotto recipe flavoured with sage, garlic and Parmesan"
1283,healthy-risotto-recipes,creamy-tomato-risotto,"A budget rice dish flavoured with rosemary, basil and sweet cherry tomatoes. It's healthy, filling and simple to make – an ideal midweek supper"
1284,healthy-risotto-recipes,pearl-barley-bacon-leek-casserole,This storecupboard grain makes a great alternative to rice or couscous. Team with bacon and veggies in this risotto-like stew
1285,healthy-risotto-recipes,creamy-barley-squash-risotto,"Barley is cheaper and lighter than Italian risotto rice, you can add all the liquid at once and it's really hard to overcook"
1287,healthy-risotto-recipes,barley-chicken-mushroom-risotto,"Love risotto? Try this low-fat version, which swaps traditional risotto rice for pearl barley"
1289,healthy-risotto-recipes,microwave-risotto-primavera,"A classic recipe with a cheat's method – just pop this in the microwave for speedy results. It's high in fibre and folic acid, and low in fat"
1290,healthy-risotto-recipes,mushroom-thyme-risotto,Using a mixture of quinoa and rice gives a light texture and lovely nutty flavour to this dish
1291,healthy-risotto-recipes,lemony-mushroom-pilaf,"If you're after a lighter alternative to risotto, this low-fat mushroom pilaf is just the ticket"
1293,healthy-risotto-recipes,creamy-veggie-risotto,Disguise vegetables and make this healthy veggie risotto for kids
1294,healthy-risotto-recipes,microwave-butternut-squash-risotto,"Make this easy risotto in the microwave to feed the family – it's a good source of vitamin C, counts as one of your 5-a-day and it's ready in under 30 minutes"
1295,healthy-risotto-recipes,summer-courgette-risotto,This fresh vegan one-pot supper makes the most of the season's fresh produce - plus it's a great way to get kids to eat their veg
1296,chicken-risotto-recipes,chicken-mushroom-risotto,"Learn to make this creamy, comforting risotto with our easy, step-by-step recipe – great for using up leftover chicken"
1297,chicken-risotto-recipes,roast-chicken-pea-risotto,"Make something special from your leftover roast chicken with this rich, creamy recipe"
1299,chicken-risotto-recipes,roast-chicken-risotto-with-chicken-crackling,Elevate a standard risotto to something out-of-this-world with a few tweaks. It’s great for using up leftover roast chicken. Finish with drops of truffle oil
1301,chicken-risotto-recipes,pea-broad-bean-rocket-risotto-chicken,"This fresh, spring risotto has great depth as it’s made from a stock of the pea pods, asparagus ends, and parsley stalks. There's less waste, more flavour"
1304,biriyani-recipes,lamb-biryani,"Make this classic Indian dish for deliciously moist lamb with paneer, rice and spinach, all spiced to perfection. Great for casual entertaining"
1305,biriyani-recipes,chicken-biryani,A great one-pot rice dish that still tastes great a few days later – perfect for leftovers
1306,biriyani-recipes,spiced-vegetable-biryani,"This fragrant vegetable and rice dish, full of fresh Indian-inspired flavours, is quick to make and cooks in a single pot. It's also vegan-friendly"
1308,biriyani-recipes,quick-lamb-biryani,"Get your mates round and cook up this simple biryani, team it with a few of our Indian side dishes and you've got a party"
1309,biriyani-recipes,easy-veggie-biryani,This tasty Indian-inspired dish is faster than a takeaway
1310,biriyani-recipes,chicken-biryani-pilau,"Easy and cheap to recreate at home, students won't need to order takeaways ever again!"
1311,biriyani-recipes,special-lamb-biryani,"Classically, Indian biryani is cooked in a 'dum', a clay pot sealed with dough. Try this lamb version with a pastry lid that releases the aromas when you break into it"
1312,biriyani-recipes,butternut-biryani-cucumber-raita,"Cook our healthy veggie curry using dried mushrooms, spices and butternut squash. It contains three of your 5-a-day along with calcium, iron and fibre"
1314,biriyani-recipes,skinny-lamb-biryani,Satisfy your curry cravings with this clever rice dish. The lamb is stir-fried and the 'rice' is a cauliflower pilau creation
1315,biriyani-recipes,feed-crowd-kedgeree-biryani,"Bake this classic brunch dish for a crunchy rice topping, filled with smoked haddock, prawns, eggs and spices - great for dinner too"
1316,biriyani-recipes,microwave-biriyani,"Quick and easy, this spicy supper for two is perfect for using up the vegetables you have in your fridge, plus it can be cooked in one pot in the microwave"
1317,biriyani-recipes,low-fat-chicken-biryani,"This fragrant Indian chicken curry with rice topping has half the fat of your normal takeaway, and it's low calorie"
1318,biriyani-recipes,pumpkin-biryani,Serving this spiced Indian rice inside a pumpkin makes for a dramatic centrepiece when entertaining
1319,biriyani-recipes,chicken-biryani-bake,Keep this biryani bake in the freezer for an easy midweek health kick
1320,biriyani-recipes,lamb-squash-biryani-cucumber-raita,"Cook our healthy lamb curry with butternut squash for a tasty, filling dinner. It's low-calorie, rich in iron and provides three of your 5-a-day"
1321,biriyani-recipes,one-pan-spicy-rice,"This simple vegetarian rice dish is a useful weeknight backup – it needs practically no preparation and uses storecupboard ingredients to make a nourishing, filling meal"
1322,biriyani-recipes,fragrant-vegetable-cashew-biryani,"A delicious vegetarian main dish or accompaniment to another curry, ideal for a curry buffet or spicy feast"
1323,biriyani-recipes,cheats-beetroot-biriyani,"Cook this beetroot biriyani and freeze the leftovers for busy weeknights. With colourful beetroot taking centre stage, it's full of spices and is a flavourful dish"
1325,pilaf-recipes,one-pot-chicken-pilaf,Keep the washing-up down to an absolute minimum with this one-pot supper - you can even eat it out of the cooking dish!
1326,pilaf-recipes,curried-spring-veggie-pilaf,"Make a spiced plant-based pilaf with spinach and peas. A one-pot wonder, it’s a good way to clear out your freezer as any frozen mixed veg would work well"
1327,pilaf-recipes,broad-bean-chicken-pilaf,"For an easy life, this broad bean and chicken pilaf cooks in one pan"
1328,pilaf-recipes,coronation-chicken-pilaf,"Cook this speedy flavour-packed pilaf in just 25 minutes. A twist on chicken curry, it's served with pomegranate seeds, toasted flaked almonds and mint leaves"
1329,pilaf-recipes,harissa-cauliflower-pilaf,"Evoke the Middle East with our veggie harissa cauliflower pilaf with a heady combination of fruit, nuts and spice. Cook it in the oven for lovely fluffy rice"
1330,pilaf-recipes,broad-bean-dill-pilaf,This fragrant basmati rice dish with dill and broad beans makes a great vegetarian main course or versatile side dish for lamb and chicken
1331,pilaf-recipes,cranberry-sprout-pecan-pilaf,"This Persian inspired spiced rice dish makes a hearty vegetarian main, a side dish to roast meats, or an attractive addition to a Boxing Day buffet"
1332,pilaf-recipes,spiced-lamb-pilaf,Make the most of Sunday's leftover roast lamb in this colourful spiced rice one-pot from BBC Good Food Magazine reader Karolina McCallan
1333,pilaf-recipes,spiced-aubergine-pilaf-poached-eggs,"Chunks of roasted aubergine are stirred through rice in this vegetarian meal, topped with mint and poached eggs for protein"
1334,pilaf-recipes,bean-dill-pilaf-garlicky-yogurt,"Make the most of the contents of your storecupboard with this easy, throw-together rice dish"
1335,pilaf-recipes,turkish-pilaf-saffron-goji-berries,"We've put together the ultimate recipe for brain health, packed with brain-boosting nutrients like cinnamon, almonds and goji berries"
1337,pilaf-recipes,parsnip-pilaf,"Slow cook basmati rice with lentils and spices, roast your veg then serve with a coriander, dill, parsley and mint salsa verde"
1338,pilaf-recipes,coriander-cod-carrot-pilaf,A superhealthy supper: low fat and containing a good source of beta-carotene. Great for keeping those New Year's resolutions and quick to make too
1339,pilaf-recipes,lamb-meatball-pea-pilaf,Meatballs aren't just for pasta dishes. Experiment with this tasty pilaf - a winner for any meatball fan
1340,pilaf-recipes,chicken-edamame-ginger-pilaf,Make this healthy rice pot for a mid-week supper - crammed with fibre and vitamin C
1342,pilaf-recipes,spiced-lamb-coconut-pilaf,"Give mince a makeover with this fragrant, low-cost rice dish"
1343,pilaf-recipes,cauliflower-chickpea-pilaf,"Delicious served on its own, or as a side dish with grilled chicken breasts rubbed with a little curry paste"
1344,pilaf-recipes,squash-mushroom-gorgonzola-pilaf,"Slow cook brown basmati rice in stock and flavour with mushrooms, blue cheese, sage and parsley"
1345,pilaf-recipes,peri-peri-chicken-pilaf,"A low-fat spicy chicken one-pot with peppers, tomatoes and fresh red chillies - three of your five-a-day"
1346,pilaf-recipes,harissa-salmon-pilaf,"Rustle up this spiced salmon and rice dish, flecked with pomegranate seeds, pistachios and raisins, in just 25 minutes. It's vibrant and full of flavour"
1347,salsa-recipes,ultimate-tomato-salsa,"Make this tasty healthy salsa in just 5 minutes with tomatoes, onion, garlic, lime, coriander and white wine vinegar. Serve with nachos and let everyone dig in"
1348,salsa-recipes,guacamole-salsa,"Whip up the perfect accompaniment to fajitas, a guacamole salsa with cooling avocado to balance the heat of jalapeño chillies, if you dare to include them"
1349,salsa-recipes,pineapple-salsa,"Ideal for a barbecue, combine diced pineapple with red chilli, red onion, tomato and parsley to make this zingy side dish. Leave to macerate a little before serving"
1350,salsa-recipes,sweetcorn-salsa,"This vivid vegetarian accompaniment can be thrown together quickly- the fresh corn works perfectly with the jalapeño, coriander, lime and feta"
1351,salsa-recipes,smoky-chipotle-pepper-salsa,"Take a little pot of salsa in your lunchbox to enjoy with vegetable crudités, tortilla chips or pitta bread"
1352,salsa-recipes,crunchy-corn-pepper-salsa,This superhealthy salsa takes just ten minutes to prepare
1353,salsa-recipes,crispy-chipotle-chicken-fajitas,"Enjoy a winning chicken dinner, with a chipotle chicken version of fajitas packed with a zingy salsa and cool soured cream – it's sure to be a crowd-pleaser"
1354,salsa-recipes,salsa-verde,"Try our delicious salsa verde recipe with tarragon, parsley, capers and wild garlic. This herby green sauce is perfect with traditional roast chicken and fish."
1355,salsa-recipes,chunky-tomato-avocado-salsa-0,This doubles up as both the guacamole and the tomato salsa element of a Mexican meal
1356,salsa-recipes,smoky-corn-avocado-salsa,Char some peppers and use them in this light and crunchy side dish to serve with meat or fish- it's great with barbecued food
1357,salsa-recipes,corn-black-bean-salsa,"This fresh, tangy side dish will be the perfect addition to any barbecue"
1358,salsa-recipes,tomatillo-salsa,"Make this healthy side dish as part of a Mexican feast, with fresh tomatillos, onions, chillies, avocado and lime. Serve alongside burritos and tacos"
1359,salsa-recipes,red-pepper-tomato-salsa,This fresh and tasty salsa is perfect as a summery dip
1361,salsa-recipes,smoky-tomato-pepper-salsa,This Brazilian salsa finished with sweet paprika makes a great accompaniment for grilled meat and fish
1362,salsa-recipes,beetroot-chilli-salsa,Use seasonal summer produce in this vegetarian beetroot salsa for a quick dip that's good for sharing. It also adds a bit of colour to your party spread
1363,salsa-recipes,charred-sweetcorn-salsa,"Griddle corn on the cobs then toss with lime juice, avocado and red onion for a sweet and smoky side dish"
1364,raita-recipes,raita,This minty sauce with a creamy yogurt base is a classic Indian side - this version has garam masala and ginger for a warming kick
1365,raita-recipes,coriander-mint-raita,"Try this creamy raita as a side dish in an Indian feast. As well as cooling coriander and mint, it has a little kick from the addition of green chilli"
1366,raita-recipes,burnt-aubergine-raita,"Make this aubergine raita as a side dish for a summer barbecue. With yogurt, spring onions and mint, it's a refreshing accompaniment to meat dishes"
1368,raita-recipes,chunky-cucumber-raita,"A herby yogurt dip to serve with curry recipes and spiced food. If you want to make this sauce ahead, keep the cucumber separate until the last minute"
1369,raita-recipes,tomato-onion-cucumber-raita,"This easy, low-fat Indian yogurt dip makes a great side to cool down the spice of curry or tandoori chicken"
1370,raita-recipes,mint-relish-raita,"Two spicy Indian dips in one, perfect for a few poppadums"
1372,raita-recipes,tomato-cucumber-raita,"An authentic Indian yogurt dip with tomato, cucumber, cumin and fresh chopped coriander to cool down curries"
1373,raita-recipes,roast-fish-chips-orange-raita,A healthy treat to keep the whole family satisfied
1374,raita-recipes,winter-vegetable-curry-fruity-raita,"Use hardy root veg in this Asian-inspired spice pot. We used pumpkin, carrots and parsnips, teamed with tomatoes"
1375,raita-recipes,lamb-koftas-beetroot-apple-raita,"Skewer patties of spicy lamb mince and serve with a vibrant pink yogurt sauce for an easy, freezable weeknight dinner"
1376,raita-recipes,spicy-pizza-breads-raita-salad,A great veggie dish for those who like a little spice
1378,raita-recipes,squash-lentil-bean-one-pot-fig-raita,"Hit your whole 5-a-day with this curried veggie spice-pot, packed with pulses and squash, served with cooling yogurt dip"
1379,raita-recipes,sweet-potato-masala-dosa-coconut-raita,These savoury Indian pancakes are traditionally eaten for breakfast or as a tasty snack. Our vegetarian spiced sweet potato filling is complemented with cooling coconut and coriander yogurt
1381,raita-recipes,naan-dippers-fresh-mint-coriander-raita,"The perfect start to an Indian buffet, this refreshing dip is sure to have your guests digging in - ideal for New Year's Day"
1382,raita-recipes,spicy-cauliflower-rice-minty-cucumber-raita,"A vegetarian, calcium, folate, fibre, iron and vitamin C-rich pilau that's also 4 of your 5-a-day. Packed with goodness!"
1385,raita-recipes,spiced-potato-cake-mint-raita,"This is one dish that you can happily serve to everyone – a bit different, delicious and vegetarian"
1386,thai-green-curry-recipes,thai-green-chicken-curry,Don't call the local takeaway – impress friends and family by cooking this fragrant and creamy Thai green chicken curry. It's easy and quick to make
1387,thai-green-curry-recipes,thai-green-chicken-curry-1,"John Torode's green curry is fresh, fragrant and hot - for a vibrant green colour, serve as soon as the chicken is cooked"
1388,thai-green-curry-recipes,vegetarian-thai-green-curry,Our easy veggie version of a classic Thai curry is ready in under an hour and contains 3 of your 5-a-day
1389,thai-green-curry-recipes,vegan-thai-green-curry,"Get your kids helping out in the kitchen with this child-friendly vegan Thai green curry. With tofu and lots of veggies, it's full of flavour"
1392,thai-green-curry-recipes,next-level-thai-green-curry,"Blow people away with our ultimate Thai curry. It takes more effort, but once you taste the sour and sweet flavours tamed by coconut milk you won't look back"
1393,thai-green-curry-recipes,light-thai-green-curry,This light vegetarian version of your favourite Thai green curry is an unbelievable 5 of your 5-a-day! Warming chilli and creamy coconut smothered veggies make for a satisfying supper
1394,thai-green-curry-recipes,thai-green-prawn-curry,Whip up this Thai-style prawn dish in just 15 minutes with coconut milk and sugar snap peas – serve over noodles or jasmine rice
1395,thai-green-curry-recipes,thai-green-curry-roast-chicken,"Try this twist on a traditional Sunday roast chicken with our Thai green curry version, with all the aromatic umami flavours of Asian cuisine"
1397,thai-green-curry-recipes,thai-green-chicken-soup,Use chicken thighs for this – they are tastier and better value than breasts
1398,thai-green-curry-recipes,speedy-green-chicken-curry,"The definition of curry in a hurry, try this fragrant Thai spice-pot with chicken, green beans, basil and basmati rice"
1399,thai-green-curry-recipes,green-curry-paste,John Torode shares his secret to making a fragrant Thai curry - use this strong and aromatic homemade paste as a base
1400,thai-green-curry-recipes,french-bean-duck-thai-curry,"Traditionally, this is made with Asian snake beans, which taste very similar to French beans – but are about a foot long"
1401,thai-green-curry-recipes,pull-apart-chicken-green-curry-lime-leaf-dressing,"Bringing to life the vibrancy of Asian flavours, this green curry will bring a taste of Thailand to your palate"
1402,thai-green-curry-recipes,thai-beef-curry,"A spicy, authentic Thai green curry for your slow cooker that's ideal for taking the last-minute stress out of entertaining"
1403,thai-red-curry-recipes,thai-red-curry,Forget ordering takeaway and make your own Thai red chicken curry at home. This classic dish takes just 15 minutes to prep and it's bursting with flavour.
1404,thai-red-curry-recipes,red-thai-salmon-curry,Make this as spicy as you like and experiment with different veg. It will soon become a last minute favourite
1405,thai-red-curry-recipes,veggie-thai-red-curry,"This fragrant Thai dish is sure to get your taste buds into action, and is ready in under an hour"
1406,thai-red-curry-recipes,easy-thai-prawn-curry,Try our easy Thai prawn curry on a busy weeknight. This quick dinner is ready in under 20 minutes and flavoured with warming red Thai curry paste
1409,thai-red-curry-recipes,thai-squash-pineapple-curry,"Try this curry with a touch of Thai flavours, ready in 30 minutes"
1410,thai-red-curry-recipes,thai-red-salmon-curry,"Turnip noodles make a delicious carb alternative for this simple Thai fish curry. Add in chunks of salmon fillet and sugar snap peas for an easy, filling supper"
1412,thai-red-curry-recipes,thai-coconut-veg-broth,Get a taste of Thai with this quick and easy noodle soup cooked all in one pan
1413,thai-red-curry-recipes,red-pork-curry-green-beans,"You can make this curry a day ahead - it's a classic dish, full of spicy flavour"
1414,thai-red-curry-recipes,tender-duck-pineapple-red-curry,"This slow-cooked curry improves if made up to two days ahead, perfect for relaxed entertaining"
1415,thai-red-curry-recipes,thai-red-duck-sticky-pineapple-rice,"Marinate duck breasts with red curry paste and lime, then serve with coconut rice, peas and beansprouts for a healthy weeknight dinner"
1416,thai-red-curry-recipes,summer-vegetable-curry,"Give your Friday night curry a healthy makeover with this low-fat, superhealthy, vegetarian dish"
1417,thai-red-curry-recipes,thai-coconut-crumbed-chicken-traybake,"Contrast breaded chicken with squash, tomatoes and aubergine flavoured with spicy Thai red curry paste"
1418,thai-red-curry-recipes,warming-veggie-curry,"Vegetable curry that tastes great and is so quick and easy to make, who'll even miss the meat?"
1419,thai-red-curry-recipes,thai-chicken-mushroom-broth,An ideal recipe for getting your Thai tastebuds into practice
1420,thai-red-curry-recipes,coconut-fish-curry-traybake,"Pushed for time? This Asian-style one-pot fish curry is ideal midweek and with coconut milk, coriander, fish sauce and lime, it has zest and fragrance"
1421,thai-red-curry-recipes,chicken-curry-lime-leaf-lemongrass-mango,Use a fragrant curry paste as the base for this filling and flavourful curry with tropical fruit and citrussy notes
1422,thai-chicken-soup-recipes,thai-chicken-soup,Create a mouth-watering chicken soup with leftovers from your roast lunch
1428,curry-recipes,old-delhi-style-butter-chicken,"Head to your spice rack to make this butter chicken curry, a dish that symbolises Indian food for millions of people all over the world"
1429,curry-recipes,slow-cooker-lamb-curry,"Use the slow cooker to make this nutritious, easy curry and the lamb will melt in your mouth. You can batch cook and freeze the leftovers for another day"
1431,curry-recipes,vibrant-spinach-coconut-paneer-curry,"Use spinach to form the base of this silky curry, which adds an earthy flavour and a vibrant green colour. You can freeze the sauce for a few months, too"
1432,curry-recipes,west-indian-spiced-aubergine-curry,"Make the most of aubergines with this vegan curry. Low in fat yet packed with flavour, you can serve it with rice or roti"
1433,curry-recipes,slow-cooker-chicken-curry,"Try this easy, one-pot chicken curry that's low-fat, low-calorie and delivers three of your five-a-day. It's slow-cooked so the meat is beautifully tender"
1434,curry-recipes,coconut-corn-curry,"Enjoy this warming coconut and corn curry for an easy meat-free meal for two. Full of warming spices, it's a quick and comforting vegan dinner"
1435,curry-recipes,beef-curry,"Make our easy beef curry and serve with a hunk of naan bread to mop up the delicious juices. If you prefer it less spicy, simply add less chilli powder"
1436,curry-recipes,lamb-vindaloo,"Make the Goan vindaloo sauce a day ahead to intensify the flavours and use it as a base with other meats, fish or veg. Adjust the chilli to your taste too"
1437,curry-recipes,slow-cooker-vegetable-curry,Use the slow cooker to make our easy veggie curry with coconut sauce and freeze the leftovers for another day. One delicious serving provides four of your five-a-day
1438,curry-recipes,next-level-dhal-makhani,Make no excuses for how rich this delicious black dhal is – it's a comforting celebration dish
1439,curry-recipes,easy-chicken-curry,This easy staple chicken curry is a fantastic recipe for family dinners. It's made with just a handful of ingredients and is enriched with creamy yogurt
1440,curry-recipes,chicken-madras,Ditch the takeaway menu and cook our healthy chicken madras curry instead. This simple family dinner is full of fragrant spices and tender pieces of chicken
1441,curry-recipes,moong-dhal-makhani,"This dhal from Lucknow 49 uses mung beans cooked in milk, and is gently spiced and comforting. Serve as a main or side dish – it's a great veggie partner to an Indian feast"
1442,curry-recipes,venison-kofta,Swap your regular curry for this rich vension dish using a spice mix that includes turmeric and clove to pack a punch. Mop up the sauce with naan bread
1443,curry-recipes,palm-nut-chicken-curry,This Ghanaian palm nut and chicken curry is pepped up with a dose of scotch bonnet chilli. Serve with white rice balls for an authentic street food dish
1444,curry-recipes,sali-murghi,"Cook up a chicken curry packed with spices and a bit of sweetness from apricots and jaggery, an unrefined cane sugar. Serve with 'sali' – potato matchsticks"
1445,curry-recipes,chana-masala,"Make this comforting chana masala as a main meal or side. This veggie chickpea curry is gluten-free, good for you and freezable, so you can save the leftovers."
1446,curry-recipes,mauritian-chicken-curry,Try this fragrant Mauritian chicken curry with potatoes. It's served with a spiced tomato side dish along with fluffy basmati rice and rotis
1449,curry-recipes,keralan-hake-curry,"A midweek meal to satisfy your spice cravings. White fish, peppers and cherry tomatoes with fenugreek and mustard seeds in a creamy coconut sauce, scattered with fresh coriander"
1450,curry-recipes,kadala-curry,"This easy chickpea curry, created by reader Jon Gregg, is a vegan recipe that's three of your five-a-day. It works well as a main course or a simple side dish"
1451,fish-curry-recipes,coconut-fish-curry,This colourful hake and prawn one-pot has Thai and Indian inspired flavours and is quick enough for midweek - ready in under 30 minutes
1452,fish-curry-recipes,sea-bass-curry,"Take your curry up a level with this Malaysian seabass dish. The sauce features torch ginger flower and Vietnamese mint, which can both be found online"
1454,fish-curry-recipes,turmeric-ginger-coconut-fish-curry,"Serve up this healthy fish curry, with vibrant turmeric, ginger and coconut flavours, for an easy midweek meal. It takes just 30 minutes from prep to plate"
1456,fish-curry-recipes,coconut-fish-curry-rice,Cook this flavour-packed coconut fish curry in just 30 minutes for a speedy meal. For a dose of sour use lime juice or tamarind paste if you have it to hand
1458,fish-curry-recipes,keralan-scallop-molee,"Try an opulent curry with scallops and tomatoes for the taste of Kerala. Or, for a less pricey version, you could use prawns and chunks of meaty white fish"
1459,fish-curry-recipes,fishermans-curry,"A light version of a classic Keralan fish curry using tomatoes, instead of coconut cream, and firm white fish like cod"
1460,fish-curry-recipes,seafood-curry,"Packed with salmon, mussels and prawns, try this impressive yet authentic seafood curry"
1461,fish-curry-recipes,fish-mappas,"A coconut fish curry, popular in the southern Indian state of Kerala - use pollock or any other sustainably sourced white fish fillets"
1462,fish-curry-recipes,one-pan-lentil-dhal-curried-fish-crispy-skin,"For an easy curry night dish, try this one-pot baked dhal - packed with Indian flavours and topped with white fish fillets"
1464,fish-curry-recipes,smoked-haddock-creamed-corn-curry,"Everyone will love this creamy fish curry, cooled down with coconut and sweetcorn. It's budget-friendly too"
1466,fish-curry-recipes,aromatic-prawn-cashew-curry,"Garam masala provides the base spice for this creamy fish curry with nuts, green chilli and a tomato yogurt sauce"
1467,fish-curry-recipes,creamy-fish-curry,"Whip up a curry-in-a-hurry with this Goan-style mild dish with korma paste, coconut, green beans and sustainable white fish"
1468,fish-curry-recipes,curry-coconut-fish-parcels,"Steam sustainable fish like tilapia in foil parcels with curry paste, coconut and lime then serve with rice for a healthy supper"
1469,fish-curry-recipes,fried-fish-tomato-curry,Use a sustainable white fish like pollock in this southern Indian-style coconut and tomato curry with fresh coriander
1470,fish-curry-recipes,super-quick-fish-curry,"A low fat fish curry that's ready in a flash, make sure you buy your fish from a sustainable source."
