Recipe_ID,Category,Recipe_Name,Preparation_Time,Cooking_Time,Image URL,Description,kcal,fat,saturates,carbs,sugars,fibre,protein,salt
1205,fried-rice-recipes,chicken-ginger-fried-rice,25 mins,30 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2024/01/Chicken-and-ginger-fried-rice-017e9f9.jpg?quality=90&resize=556,505","Enjoy a relaxed weekend supper with this comforting one-pot chicken and rice dish. Top with sesame seeds, spring onions, chilli oil and crispy onions",535,14,3,67,12,1,31,3.2
1206,fried-rice-recipes,coconut-fried-rice,10 mins,30 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2023/10/Coconut-fried-rice-35a67ab.jpg?quality=90&resize=556,505","Enjoy this coconut fried rice at Christmas time. With shredded brussels sprouts and pomegranate jewels, it's a festive trimming with a twist",254,10,7,35,4,4,6,0.4
1207,fried-rice-recipes,kimchi-fried-rice,10 mins,10 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/kimchi-cdc377b.jpg?quality=90&resize=440,400","Find three of your 5-a-day in this quick and easy fried rice, bursting with fresh veg. Fermented foods such as kimchi help to promote good gut bacteria",368,17,3,33,9,10,15,0.7
1208,fried-rice-recipes,sausage-soy-fried-rice,15 mins,30 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2023/12/Sausage-and-soy-fried-rice-641402f.jpg?quality=90&resize=556,505","Enjoy this speedy veg-packed fakeaway. We’ve gone for courgettes and peas here to accompany the sausage and rice, but use whatever veg you have",491,12,3,78,6,5,15,1.2
1212,fried-rice-recipes,nasi-goreng-indonesian-stir-fried-rice,25 mins,25 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/nasi-goreng-be31186.jpg?quality=90&resize=440,400","This fragrant rice dish with chicken, prawns and shredded omelette is the ultimate comfort food for spice lovers.",442,15,2,45,7,5,28,1.3
1215,fried-rice-recipes,prawn-pineapple-cashew-fried-rice,10 mins,15 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/prawn-pineapple-cashew-fried-rice-0dc5836-scaled.jpg?quality=90&resize=556,505","Bursting with juicy prawns, sweet pineapple, and crunchy cashew nuts, this Asian-style dinner is speedy and satisfying",609,30,6,53,14,7,29,4.5
1217,fried-rice-recipes,thai-prawn-fried-rice,5 mins,15 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-837744_10-4e965ea.jpg?quality=90&resize=440,400","This delicious, simple supper is faster, healthier and cheaper than a takeaway - ready in a super-quick 20 minutes",401,7,2,61,1,1,27,2.39
1220,fried-rice-recipes,thai-prawn-fried-rice-0,10 mins,10 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1308467_3-f967ade.jpg?quality=90&resize=440,400","Love stir-fries? Try this one-pot with coconut basmati, shellfish, plenty of veg and green curry paste",457,17,5,42,10,11,33,1.8
1229,healthy-fried-rice-recipes,prawn-fried-rice,5 mins,25 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/prawn-fried-rice-a36cef9.jpg?quality=90&resize=440,400","Make this easy Asian-inspired dish in just 30 minutes. It's healthy and low in calories but big on flavour, making it perfect for a speedy family supper",418,11,2,54,7,6,22,0.5
1230,healthy-fried-rice-recipes,garlic-prawn-rice,5 mins,15 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2023/10/Garlic-prawn-rice-95938f4.jpg?quality=90&resize=556,505","Enjoy our easy prawn and rice dish as a midweek meal. Taking less than 30 minutes to make, it's ideal for weeknights when you want something quick and tasty",452,13,2,64,0.4,2,19,1.1
1234,healthy-fried-rice-recipes,barneys-monday-night-rice,25 mins,35 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1648_11-450251f.jpg?quality=90&resize=440,400",Throw together a tasty supper in less than thirty minutes with the Sunday roast leftovers,349,13,2,35,2,4,25,0.84
1235,risotto-recipes,next-level-three-cheese-risotto,15 mins,1 hr,"https://images.immediate.co.uk/production/volatile/sites/30/2022/01/Three-cheese-risotto-5f91d69.jpg?quality=90&resize=556,505","Hone your risotto-making skills with our next-level three-cheese version, which uses the best ingredients. It's rich, perfect comfort food",595,24,15,66,4,3,21,2.7
1236,risotto-recipes,spelt-wild-mushroom-risotto,15 mins,35 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1259631_8-e60a638.jpg?quality=90&resize=440,400",This autumnal risotto has a wonderful nutty flavour and is low in fat too,255,4,1,49,5,3,7,0.63
1237,risotto-recipes,mushroom-risotto,5 mins,25 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-327765_11-866281d.jpg?quality=90&resize=93,84",Barney guides you through a step-by-step guide to making a mushroom risotto - you might even find it relaxing!,445,17,7.7,63,3,4,15,1.45
1238,risotto-recipes,smoked-haddock-leek-risotto,5 mins,35 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-217513_12-f52e3ca.jpg?quality=90&resize=440,400",There's no tedious stirring with this one - just stick it in the oven until creamy and delicious,486,10,6,66,5,4,30,1.3
1239,risotto-recipes,mushroom-spinach-risotto,50 mins,55 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1040460_11-f2ed1a4.jpg?quality=90&resize=440,400",Make the time to stir carefully during cooking to make this vegetarian Italian rice pot super creamy,574,22,10,70,0,5,17,1.93
1240,risotto-recipes,roasted-squash-risotto-wensleydale,35 mins,40 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-404489_11-6ca98fd.jpg?quality=90&resize=440,400",A creamy bowl of autumnal comfort makes the perfect vegetarian dinner party dish,584,20,9,87,17,8,17,1.21
1241,risotto-recipes,tomato-mascarpone-risotto,10 mins,30 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/tomato-mascarpone-risotto-b090efa.jpg?quality=90&resize=440,400",This comforting risotto is perfect for a weekend wind-down for special mid-week meal. Switch mascarpone with cream cheese for a cheaper alternative,635,24,9,86,14,6,16,0.3
1242,risotto-recipes,easy-risotto-bacon-peas,5 mins,40 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-373513_10-1c0474c.jpg?quality=90&resize=440,400","Not one for risotto purists – this simple recipe has just a few ingredients and the stock is added all in one go. The result is creamy, comforting yet healthy",485,16,5,68,5,4,15,1.91
1243,risotto-recipes,baked-tomato-mozzarella-basil-risotto,10 mins,30 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2021/04/Baked-tomato-mozzarella-and-basil-risotto-368464f.jpg?quality=90&resize=556,505","Imagine all the best bits of arancini – a golden, crunchy exterior; cheesy, oozing rice – in risotto form and you have this moreish baked tomato, mozzarella and basil risotto. It's deliciously comforting",504,16,7,71,5,4,16,1.11
1244,risotto-recipes,quick-tomato-risotto,5 mins,20 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1201708_11-37cbd5f.jpg?quality=90&resize=440,400","Making risotto doesn't have to involve hours of stirring over the stove, as this easy tomato recipe proves",435,17,10,62,10,3,13,1.34
1245,risotto-recipes,chorizo-broad-bean-risotto,10 mins,30 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-804452_11-7ac9e50.jpg?quality=90&resize=440,400",Fuse Spanish paprika flavoured sausage with Italian rice to create a simple yet indulgent dish with a bit of spice,830,45,17,71,4,8,41,5.06
1246,risotto-recipes,onepot-chicken-mushroom-risotto,15 mins,35 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/chicken-mushroom-risotto-c51b823.jpg?quality=90&resize=440,400","Risotto is the ultimate one-pot winter supper – the perfect vehicle for letting simple, comforting ingredients shine. Scatter on cheese and parsley to serve",615,21,12,67,5,5,37,1.5
1247,risotto-recipes,smoked-salmon-lemon-risotto,5 mins,20 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-338509_11-5e75368.jpg?quality=90&resize=440,400","Inspired by a risotto from London restaurant Ooze, smoked salmon may sound expensive for a midweek meal, but is no more costly than cooking with red meat",500,15,5,75,5,4,21,2.58
1248,risotto-recipes,fennel-lemon-risotto,15 mins,20 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1040464_11-6d03a3e.jpg?quality=90&resize=440,400","This new way with risotto makes an easy supper for two. For a non-veggie option, just add a few cooked, peeled prawns",477,16,9,69,12,7,13,1.12
1249,risotto-recipes,pumpkin-risotto,30 mins,1 hr,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1095460_12-7639fc4.jpg?quality=90&resize=440,400",We've adapted this Italian squash rice-pot recipe so it's a breeze for kids to make - just follow our step-by-step prep and cooking guide,397,14,7,47,6,5,18,1
1250,risotto-recipes,oven-baked-risotto,5 mins,10 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-373498_11-af7aea1.jpg?quality=90&resize=440,400",Cook this simple storecupboard risotto in the oven while you get on with something else – the result is still wonderfully creamy,539,20,10,65,4,3,24,2.79
1251,risotto-recipes,ultimate-risotto-primavera,1 hr,1 hr and 10 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1867_10-bbc27d7.jpg?quality=90&resize=440,400",We consulted no less than three great Italian cooks to come up with this classic spring vegetable risotto,702,30,16,82,0,7,26,2
1252,risotto-recipes,wild-mushroom-chicken-bacon-risotto,20 mins,30 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-994628_11-10a1140.jpg?quality=90&resize=440,400","A risotto oozing with rich winter flavours, perfect for a curl-up-on-the-couch meal",785,34,15,68,4,5,46,4.09
1253,risotto-recipes,salmon-risotto,15 mins,1 hr,"https://images.immediate.co.uk/production/volatile/sites/30/2023/03/Salmon-risotto-ae398a0.jpg?quality=90&resize=556,505","Creamy rice and tender salmon make a comforting dinner. Stir through lemon juice and parmesan before serving this easy, delicious meal that's full of omega 3 and high in protein",806,39,14,59,6,4,40,2
1254,risotto-recipes,leek-risotto,20 mins,1 hr and 15 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2022/09/Leek-risotto-bce9935.jpg?quality=90&resize=556,505",Make leeks the star of the show in this risotto. Don't forget too the importance of butter and good-quality hard cheese for making a great risotto,417,18,9,48,6,5,9,1
1255,risotto-recipes,wild-mushroom-risotto,1 hr,Not Available,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-337_11-b0310ff.jpg?quality=90&resize=440,400","Mushrooms lend risotto a new edge and make a perfect side for any spicy dish, from London's Zaika restaurant",353,16,8,48,0,0,7,0.32
1256,vegetarian-risotto-recipes,pesto-goats-cheese-risotto,2 mins,30 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/pesto-goats-cheese-risotto-cb2c34b.jpg?quality=90&resize=440,400","A risotto that's bursting with fresh Italian flavours - simple to make, it's the perfect no-fuss midweek meal for two",745,32,12,83,2,4,29,2.4
1258,vegetarian-risotto-recipes,creamy-beetroot-risotto,10 mins,1 hr and 5 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-327885_10-cef0e78.jpg?quality=90&resize=440,400","This vivid risotto is simply baked in the oven, so there's no need to spend lots of time at the stove stirring",434,14,6,65,14,5,12,0.7
1260,vegetarian-risotto-recipes,healthier-risotto-primavera,40 mins,35 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-967487_11-674dc1f.jpg?quality=90&resize=440,400","Angela Nilsen works her magic on this favourite Italian rice dish, making it low-fat and nourishing",475,10.4,2.8,70.5,5.2,9.8,18.6,0.3
1262,vegetarian-risotto-recipes,creamy-courgette-risotto,20 mins,35 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/courgette-risotto-f69191f.jpg?quality=90&resize=440,400",This melt-in-the-mouth vegetarian dish served with pine nuts and fried courgettes is everything a traditional Italian risotto should be,496,23,12,50,4,4,22,1.4
1263,vegetarian-risotto-recipes,asparagus-risotto,10 mins,25 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/aspargus-risotto-7d7caec.jpg?quality=90&resize=440,400",Put asparagus centre stage in this satisfying risotto. Top with a sprinkling of parmesan for an easy midweek meal for two,623,22,10,80,8,6,15,1.5
1264,vegetarian-risotto-recipes,risotto-peas-broad-beans,10 mins,25 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-613627_11-1e06d56.jpg?quality=90&resize=440,400","Angela Hartnett celebrates sweet and tender seasonal broad beans with this fresh, zingy risotto",476,28,16,44,4,4,12,0.92
1265,vegetarian-risotto-recipes,artichoke-red-onion-rosemary-risotto,15 mins,35 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-589478_11-4df04bb.jpg?quality=90&resize=440,400",Give your risotto a healthy makeover with this easy low-fat recipe,299,10,2,44,9,4,9,0.65
1267,vegetarian-risotto-recipes,courgette-broad-bean-risotto-basil-pesto,25 mins,30 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/courgette-and-broad-bean-risotto-0af8507.jpg?quality=90&resize=440,400",Make this vibrant risotto with courgettes and broad beans to make the most of summer veg. Swirl through homemade pesto for a fabulous starter or main,698,31,8,69,5,8,25,2.4
1269,vegetarian-risotto-recipes,simple-squash-risotto,15 mins,20 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-328145_11-81ec57f.jpg?quality=90&resize=440,400",Roasted squash gives this vegetarian supper for two a deep autumnal flavour,864,51,21,83,17,7,19,0.94
1270,vegetarian-risotto-recipes,vegan-mushroom-risotto,10 mins,40 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2021/03/vegan-mushroom-risotto-d1af0e4.jpg?quality=90&resize=556,505","Make a filling vegan mushroom risotto, full of rich umami flavours. This easy, family-friendly recipe makes a super-satisfying midweek dinner",470,19,8,60,5,4,8,1.03
1271,vegetarian-risotto-recipes,beetroot-risotto-with-feta,15 mins,30 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2021/07/Beetroot-risotto-with-feta-e198419.jpg?quality=90&resize=556,505","Have a beetroot in your veg box this week or growing some in the garden? Showcase beetroots at their best in this silky, colourful risotto with feta",727,24,9,93,19,8,22,1.9
1272,vegetarian-risotto-recipes,ultimate-makeover-risotto-squash-sage,35 mins,30 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-337513_12-18f2342.jpg?quality=90&resize=440,400",Angela's ultimate version of the Italian classic is lower in fat but still wonderfully creamy,517,15,5,85,10,5,15,0.37
1273,vegetarian-risotto-recipes,easy-baked-tomato-risotto,10 mins,10 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2022/05/Easy-baked-tomato-risotto-fecfaf2.jpg?quality=90&resize=556,505",Set kids a challenge in the kitchen and make this tasty baked tomato risotto together. We've listed all the equipment they'll need to make the recipe,411,,6,65,3,3,14,1.3
1274,vegetarian-risotto-recipes,herb-parmesan-risotto,10 mins,40 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-327701_11-9e5d439.jpg?quality=90&resize=440,400","Once you master the basics of risotto, the combinations are only limited by your imagination. This basic version will have you well on your way",496,21,10,67,7,4,13,0.93
1275,vegetarian-risotto-recipes,butternut-squash-sage-risotto,10 mins,40 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1040452_11-c7ac00d.jpg?quality=90&resize=440,400",A satisfying veggie supper that gives a basic risotto recipe an autumnal twist,609,24,10,87,17,8,15,1
1276,healthy-risotto-recipes,easy-peasy-risotto-chilli-mint-crumbs,5 mins,45 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/easy-peasy-risotto-81324e3.jpg?quality=90&resize=556,505","This cheap pea risotto doesn't skimp on flavour, with lemon zest and Italian-style hard cheese, such as pecorino or Parmesan",747,14,4,108,10,16,39,1.8
1277,healthy-risotto-recipes,toddler-recipe-microwave-courgette-and-pea-risotto-prawns,8 mins,21 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/risotto1-8dadd70.jpg?quality=90&resize=440,400","If you're after a family-friendly meal that takes under 30 minutes, try this courgette and pea risotto. We've added prawns, but you could swap for chicken",305,6,3,46,2,3,15,0.9
1278,healthy-risotto-recipes,roasted-squash-pancetta-chestnut-risotto,5 mins,45 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/roasted-squash-risotto-with-chestnuts-dd14779.jpg?quality=90&resize=440,400",Upping the veg and swapping rice for pearl barley makes a hearty winter warmer that's full of flavour and healthy too. Scatter with Parmesan and enjoy!,418,13,3,62,7,4,11,0.7
1279,healthy-risotto-recipes,barley-broccoli-risotto-lemon-basil,10 mins,35 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/barley-broccoli-risotto-with-lemon-basil-1dbe334.jpg?quality=90&resize=440,400","Barley and broccoli are packed with vitamins to lower cholesterol and regulate your appetite. This vegan, low-calorie supper will keep you fuller for longer",378,14,1,49,5,7,11,0.1
1280,healthy-risotto-recipes,chicken-pearl-barley-risotto,5 mins,40 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/chicken-pearl-barley-risotto-bc1b717.jpg?quality=90&resize=440,400","Tender chicken and wholesome pearl barley with a light herby dressing make this a great low-calorie, low-fat weeknight dinner",463,8,2,71,12,6,23,0.3
1281,healthy-risotto-recipes,prawn-fennel-rocket-risotto,15 mins,35 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/prawn-fennel-rocket-risotto-7584e28.jpg?quality=90&resize=440,400",This prawn and fennel risotto gets a little extra kick from lemon zest and and rocket - perfect for a dinner party,391,5,1,64,5,5,21,1.2
1282,healthy-risotto-recipes,pearl-barley-parsnip-sage-risotto,5 mins,55 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/pearl-barley-parsnip-sage-risotto-d8cb1ed.jpg?quality=90&resize=440,400","Pearl barley makes a great alternative to rice in this vegetarian risotto recipe flavoured with sage, garlic and Parmesan",629,12,6,107,14,13,15,1.2
1283,healthy-risotto-recipes,creamy-tomato-risotto,5 mins,35 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2014/06/Creamytomatorisotto-ea26377.jpg?quality=90&resize=556,505","A budget rice dish flavoured with rosemary, basil and sweet cherry tomatoes. It's healthy, filling and simple to make – an ideal midweek supper",401,10,4,62,10,5,13,0.93
1284,healthy-risotto-recipes,pearl-barley-bacon-leek-casserole,10 mins,40 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/pearl-862ab8c.jpg?quality=90&resize=440,400",This storecupboard grain makes a great alternative to rice or couscous. Team with bacon and veggies in this risotto-like stew,589,15,3,73,11,8,43,0.8
1285,healthy-risotto-recipes,creamy-barley-squash-risotto,10 mins,55 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1265452_7-402fc4a.jpg?quality=90&resize=440,400","Barley is cheaper and lighter than Italian risotto rice, you can add all the liquid at once and it's really hard to overcook",586,11,6,93,10,6,24,1.1
1287,healthy-risotto-recipes,barley-chicken-mushroom-risotto,10 mins,50 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1099500_11-0fd8e62.jpg?quality=90&resize=440,400","Love risotto? Try this low-fat version, which swaps traditional risotto rice for pearl barley",564,12,5,61,3,3,42,1.1
1289,healthy-risotto-recipes,microwave-risotto-primavera,5 mins,20 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-513495_10-097aaba.jpg?quality=90&resize=440,400","A classic recipe with a cheat's method – just pop this in the microwave for speedy results. It's high in fibre and folic acid, and low in fat",461,6,3,84,7,9,19,0.6
1290,healthy-risotto-recipes,mushroom-thyme-risotto,5 mins,25 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-488676_10-f2bc432.jpg?quality=90&resize=440,400",Using a mixture of quinoa and rice gives a light texture and lovely nutty flavour to this dish,302,7,2,51,4,3,11,0.74
1291,healthy-risotto-recipes,lemony-mushroom-pilaf,10 mins,30 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-484515_10-4b0054f.jpg?quality=90&resize=440,400","If you're after a lighter alternative to risotto, this low-fat mushroom pilaf is just the ticket",249,4,2,44,4,2,12,0.62
1293,healthy-risotto-recipes,creamy-veggie-risotto,10 mins,30 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-328565_11-e5d6fb2.jpg?quality=90&resize=440,400",Disguise vegetables and make this healthy veggie risotto for kids,452,8,3,84,9,7,16,1.28
1294,healthy-risotto-recipes,microwave-butternut-squash-risotto,5 mins,20 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-328051_11-845db4e.jpg?quality=90&resize=440,400","Make this easy risotto in the microwave to feed the family – it's a good source of vitamin C, counts as one of your 5-a-day and it's ready in under 30 minutes",313,3,1,66,9,4,10,1.04
1295,healthy-risotto-recipes,summer-courgette-risotto,15 mins,30 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-279531_11-cc07e8a.jpg?quality=90&resize=440,400",This fresh vegan one-pot supper makes the most of the season's fresh produce - plus it's a great way to get kids to eat their veg,406,5,1,82,9,7,14,0.51
1296,chicken-risotto-recipes,chicken-mushroom-risotto,10 mins,55 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/chicken-mushroom-risotto-5ed8f22.jpg?quality=90&resize=440,400","Learn to make this creamy, comforting risotto with our easy, step-by-step recipe – great for using up leftover chicken",631,21,11,67,5,4,34,3.06
1297,chicken-risotto-recipes,roast-chicken-pea-risotto,10 mins,30 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-780452_11-357cc96.jpg?quality=90&resize=440,400","Make something special from your leftover roast chicken with this rich, creamy recipe",641,20,7,77,4,5,42,0.85
1299,chicken-risotto-recipes,roast-chicken-risotto-with-chicken-crackling,20 mins,45 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/10/Roast-chicken-risotto-45c0734.jpg?quality=90&resize=556,505",Elevate a standard risotto to something out-of-this-world with a few tweaks. It’s great for using up leftover roast chicken. Finish with drops of truffle oil,680,28,10,63,3,2,38,2
1301,chicken-risotto-recipes,pea-broad-bean-rocket-risotto-chicken,20 mins,50 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/li-3807989gfcover_95_gree.p-9f67c12.jpg?quality=90&resize=440,400","This fresh, spring risotto has great depth as it’s made from a stock of the pea pods, asparagus ends, and parsley stalks. There's less waste, more flavour",727,26,11,72,6,8,43,1.2
1304,biriyani-recipes,lamb-biryani,10 mins,50 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/lamb-biryani-83e5c3d.jpg?quality=90&resize=440,400","Make this classic Indian dish for deliciously moist lamb with paneer, rice and spinach, all spiced to perfection. Great for casual entertaining",394,19,8,31,3,2,23,0.6
1305,biriyani-recipes,chicken-biryani,10 mins,30 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-338706_11-3635e31.jpg?quality=90&resize=93,84",A great one-pot rice dish that still tastes great a few days later – perfect for leftovers,660,16,5,79,17,4,49,2.11
1306,biriyani-recipes,spiced-vegetable-biryani,1 hr,Not Available,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-52263_11-18dde7a.jpg?quality=90&resize=440,400","This fragrant vegetable and rice dish, full of fresh Indian-inspired flavours, is quick to make and cooks in a single pot. It's also vegan-friendly",494,12,1,89,0,5,14,0.99
1308,biriyani-recipes,quick-lamb-biryani,10 mins,15 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-424706_10-4b28a15.jpg?quality=90&resize=440,400","Get your mates round and cook up this simple biryani, team it with a few of our Indian side dishes and you've got a party",387,12,5,41,1,1,32,1.05
1309,biriyani-recipes,easy-veggie-biryani,20 mins,Not Available,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-281665_12-a429fa2.jpg?quality=90&resize=440,400",This tasty Indian-inspired dish is faster than a takeaway,305,6,0,57,0,2,9,1.42
1310,biriyani-recipes,chicken-biryani-pilau,1 hr,Not Available,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-52455_11-736b66c.jpg?quality=90&resize=440,400","Easy and cheap to recreate at home, students won't need to order takeaways ever again!",445,12,3,57,0,2,32,0.5
1311,biriyani-recipes,special-lamb-biryani,25 mins,2 hrs,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/special-lamb-biryani-1e53768.jpg?quality=90&resize=440,400","Classically, Indian biryani is cooked in a 'dum', a clay pot sealed with dough. Try this lamb version with a pastry lid that releases the aromas when you break into it",988,61,28,76,11,7,31,1.2
1312,biriyani-recipes,butternut-biryani-cucumber-raita,15 mins,30 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/butternut-biryani-678b20e.jpg?quality=90&resize=440,400","Cook our healthy veggie curry using dried mushrooms, spices and butternut squash. It contains three of your 5-a-day along with calcium, iron and fibre",499,17,2,64,20,10,16,0.3
1314,biriyani-recipes,skinny-lamb-biryani,15 mins,20 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/skinny-lamb-biryani-b80481c.jpg?quality=90&resize=440,400",Satisfy your curry cravings with this clever rice dish. The lamb is stir-fried and the 'rice' is a cauliflower pilau creation,424,20,19,26,19,8,30,0.2
1315,biriyani-recipes,feed-crowd-kedgeree-biryani,35 mins,1 hr and 20 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/feed-a-crowd-kedgeree-biryani-e90827f.jpg?quality=90&resize=440,400","Bake this classic brunch dish for a crunchy rice topping, filled with smoked haddock, prawns, eggs and spices - great for dinner too",506,25,15,42,4,3,27,1.9
1316,biriyani-recipes,microwave-biriyani,15 mins,7 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/cropped-biriyani-fc862cd.jpg?quality=90&resize=440,400","Quick and easy, this spicy supper for two is perfect for using up the vegetables you have in your fridge, plus it can be cooked in one pot in the microwave",397,4,1,77,19,7,10,0.6
1317,biriyani-recipes,low-fat-chicken-biryani,25 mins,1 hr and 35 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1136462_11-7b940b5.jpg?quality=90&resize=440,400","This fragrant Indian chicken curry with rice topping has half the fat of your normal takeaway, and it's low calorie",485,11.7,1.5,51.7,7.1,2.7,40.1,0.6
1318,biriyani-recipes,pumpkin-biryani,40 mins,2 hrs and 30 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-856504_11-b76c2c1.jpg?quality=90&resize=440,400",Serving this spiced Indian rice inside a pumpkin makes for a dramatic centrepiece when entertaining,379,17,10,46,9,4,8,0.4
1319,biriyani-recipes,chicken-biryani-bake,10 mins,1 hr and 15 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-592546_12-dcaef4e.jpg?quality=90&resize=440,400",Keep this biryani bake in the freezer for an easy midweek health kick,463,11,2,54,7,5,40,1.31
